COINTRIG_cut,COINTRIG_scaler,COIN_PS,CPULT_TLT_HMS,CPULT_TLT_SHMS,CPULT_phys,CPULT_scaler,CPULT_scaler_uncern,CoinBlocking_Corr,CoinBlocking_Inside,CoinBlocking_Total,ELT2_HMS,ELT2_SHMS,HMS3of4ELT,HMS3of4ELT_err,HMSTRIG_cut,HMSTRIG_scaler,HMS_3-4Trig_scaler,HMS_PS,HMS_eLT_scaler,HMS_eLT_scaler_uncern,HMS_scaler_accp,HMS_track,HMS_track_uncern,PS1,PS2,PS3,PS4,PS5,PS6,SHMS3of4ELT,SHMS3of4ELT_err,SHMSTRIG_cut,SHMSTRIG_scaler,SHMS_3-4Trig_scaler,SHMS_PS,SHMS_eLT_scaler,SHMS_eLT_scaler_uncern,SHMS_scaler_accp,SHMS_track,SHMS_track_uncern,TLT,TLT_ELT,TLT_ELT_HMS,TLT_ELT_SHMS,Uncer_CoinBlocking_Corr,accp_edtm,boilingCorr,c_int_Track_Rand_events,c_int_Track_events,c_int_noTrack_Rand_events,c_int_noTrack_events,charge,curr_corr,current,hTLT,h_int_etotnorm_evts,h_int_etottracknorm_evts,haccp_edtm,min_yield_COIN_notrack,min_yield_COIN_scaler,min_yield_COIN_track,min_yield_HMS_CPULT_notrack,min_yield_HMS_CPULT_track,min_yield_HMS_notrack,min_yield_HMS_scaler,min_yield_HMS_track,min_yield_SHMS_CPULT_notrack,min_yield_SHMS_CPULT_track,min_yield_SHMS_notrack,min_yield_SHMS_scaler,min_yield_SHMS_track,pTLT,p_int_etotnorm_evts,p_int_etottracknorm_evts,paccp_edtm,rateCOINCorr,rateCOINCorrUncer,rateHMSCorr,rateSHMSCorr,rate_COIN,rate_HMS,rate_HMS3-4,rate_SHMS,rate_SHMS3-4,rate_TOTAL,run number,sent_edtm,sent_edtm_HMS,sent_edtm_PS,sent_edtm_SHMS,time,tot_events,uncer_boilingCorr,uncer_rateHMSCorr,uncer_rateSHMSCorr,uncern_COIN_evts_notrack,uncern_COIN_evts_scaler,uncern_COIN_evts_track,uncern_CPULT_phys,uncern_ELT2_HMS,uncern_HMS3-4_evts_scaler,uncern_HMS_evts_notrack,uncern_HMS_evts_scaler,uncern_HMS_evts_track,uncern_SHMS3-4_evts_scaler,uncern_SHMS_evts_notrack,uncern_SHMS_evts_scaler,uncern_SHMS_evts_track,uncern_TLT,uncern_TLT_ELT,uncern_TLT_ELT_HMS,uncern_TLT_ELT_SHMS,uncern_charge,uncern_yieldRel_COIN_notrack,uncern_yieldRel_COIN_scaler,uncern_yieldRel_COIN_track,uncern_yieldRel_HMS_CPULT_notrack,uncern_yieldRel_HMS_CPULT_track,uncern_yieldRel_HMS_notrack,uncern_yieldRel_HMS_scaler,uncern_yieldRel_HMS_track,uncern_yieldRel_SHMS_CPULT_notrack,uncern_yieldRel_SHMS_CPULT_track,uncern_yieldRel_SHMS_notrack,uncern_yieldRel_SHMS_scaler,uncern_yieldRel_SHMS_track,yieldRel_COIN_notrack,yieldRel_COIN_scaler,yieldRel_COIN_track,yieldRel_HMS_CPULT_notrack,yieldRel_HMS_CPULT_track,yieldRel_HMS_notrack,yieldRel_HMS_scaler,yieldRel_HMS_track,yieldRel_SHMS_CPULT_notrack,yieldRel_SHMS_CPULT_track,yieldRel_SHMS_notrack,yieldRel_SHMS_scaler,yieldRel_SHMS_track,yield_COIN_notrack,yield_COIN_scaler,yield_COIN_track,yield_HMS_CPULT_notrack,yield_HMS_CPULT_track,yield_HMS_notrack,yield_HMS_scaler,yield_HMS_track,yield_SHMS_CPULT_notrack,yield_SHMS_CPULT_track,yield_SHMS_notrack,yield_SHMS_scaler,yield_SHMS_track
311574,707680,1,0.9004104272859639,0.9085358714813998,0.987504118186469,0.987504118186469,0.000109639273015,0.974235227470804,536562,550752,0.9970632602006728,0.9716056965521953,0.998974513584515,3.70855593911603e-19,2218,18554484,42964362,129,0.969158971301364,0.001976712779985,18551021,0.9967,0.0003,1025,,,129,1,,0.990040236009367,2.19113416607258e-19,,179396775,179396775,1025,0.969158971301364,0.001976712779985,179393312,0.9949,0.0004,0.8882471845220907,0.9515026410437539,0.9864914461280332,0.9776688102295535,0.0002134848346463876,3076,0.9889289544289244,29806,21157,67231,42634,13730.9955455118,1.00063267996819,39.51444846812741,16.3531619982674,452294,452294,439,2.5754819696359785,15.191456136853844,1.328204023445798,803.7508400848144,805.4422688493981,808.7415430257158,1368.5513000541573,810.4434743217915,1857.0538524089418,1716.2715544197981,1873.5030509224625,13493.927972776923,1731.4737476492182,161.60843199537973,108436,99800,546,1,,0.998974513584515,0.990040236009367,2036.5300388626783,53395.26907867531,123640.93066579553,516260.0626873575,516260.0626873575,571691.8618048955,12200,3463,26.844961240310077,3463,3.3785365853658536,347.493033,1013707,1.1562669618582167e-05,3.70855593911603e-19,2.19113416607258e-19,3.947533129640444e-05,0.0011887253902215808,9.666419810799544e-05,0.000109639273015,5.8907792846285834e-05,0.0001525618043393881,0.0014869267917081226,0.00023215367312056336,0.0014869267917081226,7.46608077552739e-05,0.003036779475739209,7.46608077552739e-05,0.0031654446891645916,0.016017560180078924,6.0345174728569e-08,1.2326916765470702e-08,1.2326916765470702e-08,18.92645468507405,0.0036773538270205033,0.0013783745411871846,0.0037114919766387555,0.0015965660647231227,0.0018965660647231226,0.003966595826776492,0.0036769486602853305,0.0039779243900557835,0.00452479328994037,0.0049247932899403705,0.004769167721245713,0.0036715365994055504,0.004785912739840962,0.9438825270843141,3.3738859059976782,0.95075470889955,5.3502425724713065,5.356684120667319,5.5184114443911305,1.001585000555682,5.525055463387086,4.411204909336149,4.41543348711666,4.634877979439692,1.0171456860140216,4.639320970060635,2.430952429960094,51.25423975171312,1.2627962296704207,4300.261962281351,4314.499811659829,4462.968586587652,1370.7204546252224,4477.745145568026,8191.845070647933,7578.082894370939,8683.458035133603,13725.290624893978,8032.862466578495
915032,2089238,1,0.9035167719811142,0.911688954220506,0.988890594804151,0.988890594804151,6.02430155170753e-05,0.974466149324277,1570169,1611312,0.9970599218949221,0.971570133775909,0.998969753165771,4.2921317830725e-20,5419,54571283,126394759,129,0.969084198767303,0.001511236308257,54561110,0.9964,0.0002,1025,,,129,1,,0.990015204756779,2.53734504436743e-20,,527691517,527691517,1025,0.969084198767303,0.001511236308257,527681344,0.9947,0.0002,0.89255873390347,0.9530357831375991,0.9878717933994552,0.9790167246970845,0.00012426582718320225,9080,0.9889101391570345,87596,62134,197852,125772,40407.4863517335,1.00063160587318,39.58164586773385,15.774697729283396,1333768,1333768,1244,2.5754819696359785,15.191456136853844,1.328204023445798,803.7508400848144,805.4422688493981,808.7415430257158,1368.5513000541573,810.4434743217915,1857.0538524089418,1716.2715544197981,1873.5030509224625,13493.927972776923,1731.4737476492182,157.48304335004423,321480,295778,1563,1,,0.998969753165771,0.990015204756779,2046.538553019021,53455.96554686996,123811.5270701796,516906.65861983754,516906.65861983754,572409.1627197266,12201,10173,78.86046511627907,10173,9.924878048780489,1020.864228,2993464,1.1602004591724406e-05,4.2921317830725e-20,2.53734504436743e-20,1.3432311846035695e-05,0.000691840595587224,3.2870125435171787e-05,6.02430155170753e-05,5.897495306982667e-05,8.89478524391431e-05,0.0008658842761483916,0.00013536859388936167,0.0008658842761483916,4.353213262992726e-05,0.0017636931175703545,4.353213262992726e-05,0.0018387262068960467,0.00936726768306285,1.997307049488256e-08,3.7112218176236017e-09,3.7112218176236017e-09,55.69648329740464,0.0036772112576699155,0.001378370404251014,0.003688170222618853,0.000926127291665467,0.001126127291665467,0.0037777821818118828,0.0036774600289249393,0.003783072588943457,0.003202306537338404,0.0034023065373384037,0.004078295728180994,0.0036752460911521727,0.004083196792526579,0.9455222962149104,3.3847968805335187,0.9475840378751468,5.353826170754048,5.361885925125918,5.520964989060226,1.0010496916012888,5.529276357470092,4.437813320695502,4.441475934082702,4.662077273984815,1.016774043403509,4.665924976761366,2.4351756257903103,51.41999334278467,1.2585849316587854,4303.142282411631,4318.689564845074,4465.033744243521,1369.987856859757,4481.165941633401,8241.258323469301,7622.778805306244,8734.415996446829,13720.275706276108,8078.926605763095
1269533,2240349,1,0.9241907847858926,0.9289377576282188,0.993595348129164,0.993595348129164,4.24813509686556e-05,0.980268465508694,1714467,1748977,0.9977909947638859,0.9785574973781667,0.999418004050068,1.48905469489415e-20,9513,74663793,172733093,129,0.976880435627717,0.001204500662625,74645267,0.9971,0.0001,1025,,,129,1,,0.99431086949299,8.69529582835365e-21,,724750920,724750920,1025,0.976880435627717,0.001204500662625,724732394,0.996,0.0002,0.9177372341574004,0.9678853965462039,0.9930170796606814,0.9879426545224991,0.0001051624988823693,17002,0.9916891879277315,93397,82629,209650,166153,55130.9496604265,1.00084298632232,29.656471686672848,18.83542049012199,1524296,1524296,2705,2.5754819696359785,15.191456136853844,1.328204023445798,803.7508400848144,805.4422688493981,808.7415430257158,1368.5513000541573,810.4434743217915,1857.0538524089418,1716.2715544197981,1873.5030509224625,13493.927972776923,1731.4737476492182,187.61605311454173,364934,336078,3391,1,,0.999418004050068,0.99431086949299,1205.1460585388334,40163.73156571112,92917.93653942834,389863.68403333286,389863.68403333286,431232.5616575828,12202,18526,143.6124031007752,18526,18.074146341463415,1858.98546,3503830,6.51580027650088e-06,1.48905469489415e-20,8.69529582835365e-21,1.57488534646585e-05,0.0006681010605424977,4.6024404185413103e-05,4.24813509686556e-05,4.427791486807007e-05,7.608730910506952e-05,0.0008099633072254093,0.00011572973951550671,0.0008099633072254093,3.7145449003163145e-05,0.0016553614467866638,3.7145449003163145e-05,0.0017249636909745447,0.007038483598597717,1.3336850402335047e-08,1.8280056760696507e-09,1.8280056760696507e-09,75.9911837380584,0.0029032839712551284,0.0013783761064541818,0.0029119474585434717,0.000852444658194065,0.000952444658194065,0.0030141496938271752,0.002903631325374829,0.003015808080232967,0.003076218904209469,0.003276218904209469,0.003342047177592585,0.002901535010456768,0.0033480261852701456,0.9619486638162819,2.6506270800978116,0.9599709980606006,4.462380584007858,4.465960871308235,4.552646261195983,0.9995797366067933,4.556298971063557,3.6740301990403177,3.67576411306257,3.791409220866027,1.008773694024733,3.7931985304949665,2.4774814393742552,40.26688502246289,1.275037342015368,3586.64214317448,3597.07365677914,3681.914162129896,1367.976148041019,3692.622768157553,6822.871934994613,6308.609388006407,7103.216742588058,13612.31956800185,6567.823675173627
2546466,821640,1,0.9527667902431706,0.9549689600489573,0.989244607173809,0.989244607173809,5.59095152725413e-05,0.986569671591643,629538,638108,0.9985236231212407,0.9856071211902632,0.99973906349459,3.13861512836297e-20,40910,37840952,87492837,33,0.984573527620331,0.001162250293307,37826903,0.9974,0.0001,257,,,33,1,,0.997433653296566,1.82134647373522e-20,,368903255,368903255,257,0.984573527620331,0.001162250293307,368889206,0.9964,0.0001,0.9422734714214535,0.9732000690554825,0.9889864771430174,0.9867058625372986,0.0001440987129427496,13238,0.9944629528606251,31956,40047,72024,80042,27841.8641543589,1.00126581199465,19.75016835491036,10.325859491778774,1050409,1050409,4396,2.5754819696359785,15.191456136853844,1.328204023445798,803.7508400848144,805.4422688493981,808.7415430257158,1368.5513000541573,810.4434743217915,1857.0538524089418,1716.2715544197981,1873.5030509224625,13493.927972776923,1731.4737476492182,102.13047191970959,275207,253999,5583,1,,0.99973906349459,0.997433653296566,582.8463294397613,26843.215977442913,62064.74721011798,261688.70563157866,261688.70563157866,289114.76793846133,12203,14049,425.72727272727275,14049,54.66536964980545,1409.702624,3364488,2.8922596697170896e-06,3.13861512836297e-20,1.82134647373522e-20,5.735687094178797e-05,0.0011032125992046426,8.338981207225648e-05,5.59095152725413e-05,2.9571195804950587e-05,0.00010690887278742016,0.0009757100603005047,0.00016256197729062823,0.0009757100603005047,5.206474628546364e-05,0.0019062078861154933,5.206474628546364e-05,0.00198419338122769,0.008189932823692235,2.452784071852638e-08,3.194214458702505e-09,3.194214458702505e-09,38.377057685198544,0.0021947112450330947,0.0013783939707646504,0.00219929125930571,0.001031619575573046,0.001131619575573046,0.0024018258827079447,0.0021953429027005396,0.0024039067308957306,0.003340511372152031,0.003440511372152031,0.0029069547561259134,0.002190448862689888,0.0029086742605804227,0.9791620829489678,1.9069722299879635,0.9749580130199298,1.5638660265234725,1.5646499978622148,1.5798388631060363,0.9987536786575596,1.5806308416818866,1.381073246695049,1.3841846145374108,1.4028645475630839,1.0030749933630012,1.4060250082055024,2.521814289986275,28.969684986060507,1.2949431555837914,1256.9586325983416,1260.2352442333483,1277.6813198803684,1366.8456453606752,1281.0119509528458,2564.727393233966,2375.636679996091,2628.2710098903976,13535.421711734027,2434.495390246104
2715207,868855,1,0.9591382780600802,0.9613508949874342,0.991154433657048,0.991154433657048,4.93373294386425e-05,0.986653093541455,671671,680757,0.9985247777828689,0.9856193516270172,0.999739549773538,2.77484305971603e-20,43663,40052376,92565272,33,0.984592672333503,0.001145161428368,40037495,0.9973,0.0001,257,,,33,1,,0.997438578648106,1.62401621989732e-20,,390435508,390435508,257,0.984592672333503,0.001145161428368,390420627,0.9966,0.0001,0.9504065586990121,0.97516666011855,0.9908962872603432,0.9886156695276545,0.0001390837819479488,14143,0.9944702200460755,34158,42709,76744,85435,29453.250982201,1.00126747762149,19.724214121158642,10.45595054095827,1120892,1120892,4715,2.5754819696359785,15.191456136853844,1.328204023445798,803.7508400848144,805.4422688493981,808.7415430257158,1368.5513000541573,810.4434743217915,1857.0538524089418,1716.2715544197981,1873.5030509224625,13493.927972776923,1731.4737476492182,102.98306565418991,293444,270796,5963,1,,0.999739549773538,0.997438578648106,581.8536660213063,26822.222129657748,61988.988794976576,261466.3340542335,261466.3340542335,288870.40984991257,12204,14881,450.93939393939394,14881,57.90272373540856,1493.25346,3587362,2.884672667564081e-06,2.77484305971603e-20,1.62401621989732e-20,5.334851150525717e-05,0.0010728187313193793,7.84974581651833e-05,4.93373294386425e-05,2.9548034259234666e-05,0.00010393838373991186,0.0009445351300007839,0.00015801046739743956,0.0009445351300007839,5.060871918441259e-05,0.0018460241702413023,5.060871918441259e-05,0.0019216702976554486,0.007991945656619209,2.2349010080823176e-08,2.4778135299151176e-09,2.4778135299151176e-09,40.598182402378505,0.0021924852352274535,0.001378393931010496,0.002197069428707746,0.0009938724594394264,0.0010938724594394265,0.002387286769220567,0.0021932813067969403,0.0023893802791718974,0.003273755430689888,0.003373755430689888,0.002866146671718852,0.0021885241399497435,0.0028678906436273074,0.9862550801470878,1.9061711676824553,0.9804467644845747,1.574459861306129,1.5754070947532197,1.5903977920580274,0.9992748703729225,1.5913546141529185,1.3893420591355004,1.3920146462021032,1.4111195719314993,1.0035149635553122,1.4138340509847862,2.5400821763807118,28.957515683183495,1.3022333373628268,1265.4734362046215,1268.899464759472,1286.2207643737006,1367.5589229603127,1289.7029623721053,2580.083023231353,2389.075140612409,2643.7368232300632,13541.358637819243,2448.016542812704
2627170,505435,1,0.968929078683071,0.9703711833079428,0.988220199855484,0.988220199855484,6.07223044004506e-05,0.989254471796801,389238,393466,0.9988164869563775,0.9884483957459187,0.999832145034517,4.2822416361738705e-20,89735,27393213,63274088,17,0.987667133292603,0.001125264073913,27380527,0.9976,0.0001,257,,,17,1,,0.998346257381161,2.47966996632755e-20,,267369724,267369724,257,0.987667133292603,0.001125264073913,267357038,0.997,0.0001,0.9573545640863944,0.975820727119474,0.9880543221879478,0.9865859379941855,0.00016436687190963864,12145,0.9955712356859716,18841,28816,42645,57225,20103.4305658521,1.00158307849602,15.792015407244223,8.281570234904619,1122614,1122614,6180,2.5754819696359785,15.191456136853844,1.328204023445798,803.7508400848144,805.4422688493981,808.7415430257158,1368.5513000541573,810.4434743217915,1857.0538524089418,1716.2715544197981,1873.5030509224625,13493.927972776923,1731.4737476492182,81.70274318145988,196421,181219,4033,1,,0.999832145034517,0.998346257381161,397.03856917428396,21518.418974955028,49704.22183926268,210029.16825602346,210029.16825602346,231944.62580015277,12205,12686,746.2352941176471,12686,49.36186770428016,1273.012345,3133732,1.850316315282993e-06,4.2822416361738705e-20,2.47966996632755e-20,5.297998157200305e-05,0.0014065894115522306,9.38076108776261e-05,6.07223044004506e-05,2.3698308129233123e-05,0.0001257149864525994,0.0009438104313515331,0.00019106384476766066,0.0009438104313515331,6.115667791633493e-05,0.002256347785665625,6.115667791633493e-05,0.0023490817736422556,0.008687412412297937,3.138220200466525e-08,3.775626585001815e-09,3.775626585001815e-09,27.71081522938154,0.0019446642088847394,0.0013784122634525823,0.0019498275128240626,0.0010045327357519837,0.0011045327357519837,0.002161595941808828,0.0019461253006672903,0.002163907811262854,0.0036954823535158485,0.0037954823535158487,0.0029787286239593195,0.001938495298115837,0.002980406719760674,0.9947898681321816,1.610902274362228,0.9935932347995027,1.1932928974232218,1.1936517465303056,1.2009984075067326,0.9993978946823102,1.201359573828156,1.3661099777158272,1.3678699543427464,1.379703958672857,1.0015866911623474,1.3814814485960278,2.5620633689509864,24.471951241731887,1.3196945321292248,959.1101687711567,961.417570941416,971.2973052584224,1367.7272880388634,973.6340269230376,2536.9397969314705,2347.6362927839637,2584.879575943397,13515.33866903668,2391.998861108435
2610822,503427,1,0.9678992179449762,0.9693397860755655,0.988481926547647,0.988481926547647,6.01593657265189e-05,0.98924879007518,388570,392793,0.9988174779207856,0.9884468848497125,0.999832361912382,4.311564928427e-20,89288,27287159,63036962,17,0.987647741536358,0.001126976314611,27274512,0.9976,0.0001,257,,,17,1,,0.998346477749581,2.49504412618172e-20,,266592646,266592646,257,0.987647741536358,0.001126976314611,266579999,0.9968,0.0001,0.9565904957697478,0.976073990980627,0.9883162193278356,0.9868474496879633,0.0001645506359239644,12098,0.995572169654695,18812,28505,42346,56786,20038.1475400303,1.00158341294581,15.788679804660672,8.242587174824068,1115376,1115376,6132,2.5754819696359785,15.191456136853844,1.328204023445798,803.7508400848144,805.4422688493981,808.7415430257158,1368.5513000541573,810.4434743217915,1857.0538524089418,1716.2715544197981,1873.5030509224625,13493.927972776923,1731.4737476492182,81.85308768877995,195665,180423,4028,1,,0.999832361912382,0.998346477749581,396.6657941879237,21500.40144026274,49668.78334877543,210056.6390961351,210056.6390961351,231953.70633058576,12206,12647,743.9411764705883,12647,49.21011673151751,1269.146489,3114127,1.849535982341329e-06,4.311564928427e-20,2.49504412618172e-20,5.343139362810696e-05,0.0014093918245295177,9.541166765352784e-05,6.01593657265189e-05,2.367844186459492e-05,0.00012595121539836504,0.0009468678098238431,0.00019143477811739136,0.0009468678098238431,6.124574437983411e-05,0.0022607025614499654,6.124574437983411e-05,0.0023542579741025168,0.00869732492831775,3.1372640074158764e-08,3.7039833975753075e-09,3.7039833975753075e-09,27.62082899465513,0.001944461129771021,0.0013784122978201376,0.0019496260069744792,0.001007027175550362,0.001107027175550362,0.002162750039757273,0.0019459610448303727,0.002165060676856445,0.003699274224993779,0.003799274224993779,0.0029818962350383524,0.0019382792976257485,0.002983572549232866,0.9900228268640238,1.6096918999002723,0.9848845346225595,1.1891464678192292,1.1895040700048203,1.1968315530949016,0.9987692043123261,1.1971914663526484,1.3649236094255577,1.3662103233542215,1.3785115015943343,1.0019293662437825,1.3798110248333466,2.5497859401163354,24.453563891183915,1.308127601515226,955.7774724935952,958.0768569502758,967.9273969918346,1366.86689301569,970.2560114192406,2534.7366471276496,2344.787915327525,2582.6455039686903,13519.96270190363,2389.106566215903
2454404,470381,1,0.9681724416015776,0.9696088091806518,0.988646526133338,0.988646526133338,6.16992401620738e-05,0.989301705481926,364343,368283,0.9988169720665004,0.9884652573124699,0.999832566782548,4.8859550322105603e-20,84360,25611092,59129414,17,0.987693465104319,0.001143420397474,25599226,0.9975,0.0001,257,,,17,1,,0.998351426069065,2.8365793308009e-20,,249712917,249712917,257,0.987693465104319,0.001143420397474,249701051,0.9968,0.0001,0.9570200573065902,0.976293782838503,0.9884809938645447,0.9870166692434452,0.00016952385415601942,11356,0.9955753740556994,17464,26637,39605,53073,18785.6702590128,1.00158456150164,15.777235515359248,8.279369627507164,1048835,1048835,5779,2.5754819696359785,15.191456136853844,1.328204023445798,803.7508400848144,805.4422688493981,808.7415430257158,1368.5513000541573,810.4434743217915,1857.0538524089418,1716.2715544197981,1873.5030509224625,13493.927972776923,1731.4737476492182,81.50101129276926,182870,168823,3763,1,,0.999832566782548,0.998351426069065,395.05174511352214,21509.598790901346,49660.12272655555,209722.5943187291,209722.5943187291,231627.24485474397,12207,11866,698.0,11866,46.17120622568093,1190.681995,2925700,1.8468599491880084e-06,4.8859550322105603e-20,2.8365793308009e-20,5.7216981834841655e-05,0.0014580590554425798,0.00010166091287867101,6.16992401620738e-05,2.368858292529682e-05,0.00013004636351200225,0.0009764419160644506,0.00019759955030642702,0.0009764419160644506,6.328189795454589e-05,0.0023384536569174066,6.328189795454589e-05,0.0024337961136345733,0.008981024076201775,3.325798145832203e-08,3.894731668772015e-09,3.894731668772015e-09,25.894405861431707,0.0019442580625736372,0.001378412667978872,0.0019494239945529713,0.0010381411562265244,0.0011381411562265244,0.002175678797370839,0.0019458900697792237,0.0021779757182597372,0.0037785655650548673,0.003878565565054867,0.003041135465485182,0.001937702977049983,0.0030427791440444333,0.9866552275324871,1.604130983487381,0.9823718663340857,1.1925574001153496,1.1930356186216615,1.2001941351741325,0.9999173376653078,1.2006754160303428,1.3604911746747577,1.3633750485150649,1.3739431240324538,1.0010336311079424,1.3768555123722126,2.5411127487570044,24.369085473416767,1.3047902653848902,958.5190121920743,960.9213154807763,970.6468568111426,1368.4381724085488,973.0795557003935,2526.5053770981253,2339.921813772118,2574.0866346687417,13507.87571649792,2383.9891739785994
2756544,436028,1,0.974117053424894,0.974936142300512,0.991099888925702,0.991099888925702,5.23314639050066e-05,0.991300137684778,327590,330465,0.9991127883774197,0.991313909302079,0.999905445666279,2.53658187344866e-20,98887,28735011,66347390,17,0.990758473474707,0.000960899503842,28717259,0.9978,0.0001,257,,,17,1,,0.999065378925823,1.45287967588214e-20,,281325115,281325115,257,0.990758473474707,0.000960899503842,281307363,0.9972,0.0001,0.9653560162235241,0.981466401538488,0.9910061761360537,0.9901735860828976,0.0001615459364659633,17137,0.9966832685302623,14891,29515,33754,58240,21056.2759103087,1.0021149752069,11.820469534777487,8.558415953132041,1127706,1127706,8937,2.5754819696359785,15.191456136853844,1.328204023445798,803.7508400848144,805.4422688493981,808.7415430257158,1368.5513000541573,810.4434743217915,1857.0538524089418,1716.2715544197981,1873.5030509224625,13493.927972776923,1731.4737476492182,84.86559260928347,189890,174924,5862,1,,0.999905445666279,0.999065378925823,244.77527328498974,16131.120410552043,37245.77439750611,157928.92178038144,157928.92178038144,174304.81746421847,12208,17752,1044.235294117647,17752,69.07392996108949,1781.34006,3192307,1.0377708416366222e-06,2.53658187344866e-20,1.45287967588214e-20,4.371671523265934e-05,0.001514407705048807,8.311978525199399e-05,5.23314639050066e-05,1.775998932054848e-05,0.0001227688191070958,0.0009416771980117365,0.00018654959741265192,0.0009416771980117365,5.962051833998096e-05,0.0022948217253802214,5.962051833998096e-05,0.002390976458509082,0.0073744887480480135,2.934515501145947e-08,2.787988079556746e-09,2.787988079556746e-09,29.025015553330476,0.0017225676633882015,0.0013784496212462995,0.0017283922403974956,0.000994008661916743,0.001094008661916743,0.0019631595198061074,0.00172424196951998,0.0019657047846015296,0.003725602810527152,0.0038256028105271515,0.0028693982132543326,0.0017158634526850348,0.0028711402101303162,0.9897234001295798,1.3048615297318804,0.9910022520503812,1.1405303074678128,1.140644611968461,1.1446178341996087,0.9987393687888564,1.1447325483541688,1.2565916732652314,1.2560233306468191,1.2631507495565388,1.0008784074527284,1.2625794403399282,2.549014771960548,19.82274669358987,1.316253178417163,916.7021927694461,918.7233842147185,925.6999934053446,1366.826061571258,927.7410236573908,2333.5584077421963,2155.6771140767482,2366.5167830691707,13505.781139674791,2186.123155270228
2911012,331222,1,0.9727719667722399,0.973590543992466,0.99225419922499,0.99225419922499,4.85018954292318e-05,0.991552419830576,252126,254274,0.9991120619576759,0.9913111163580298,0.999905298923555,4.43583274541042e-20,56130,21799471,50332291,17,0.990742256430364,0.00103063574344,21786015,0.9977,0.0001,129,,,17,1,,0.999064596736036,2.5279337776043902e-20,1.0,213317887,213317887,129,0.990742256430364,0.00103063574344,213304431,0.9973,0.0001,0.9651456599286563,0.9828586486121013,0.9921602316842163,0.991326041408353,0.00018149849278256892,12987,0.9966799376208043,11369,22490,25490,44667,15977.0856337341,1.00211284883857,11.832365639984435,6.386370392390012,857611,857611,5055,2.5754819696359785,15.191456136853844,1.328204023445798,803.7508400848144,805.4422688493981,808.7415430257158,1368.5513000541573,810.4434743217915,1857.0538524089418,1716.2715544197981,1873.5030509224625,13493.927972776923,1731.4737476492182,63.45503864447087,233115,215050,6619,1,,0.999905298923555,0.999064596736036,245.297540606031,16144.32804225714,37275.26310259303,157979.7025812755,157979.7025812755,174369.32816413866,12209,13456,791.5294117647059,13456,104.31007751937985,1350.286673,3241865,1.0398563022592673e-06,4.43583274541042e-20,2.5279337776043902e-20,5.668483159327791e-05,0.0017375624092041471,0.00010912123746683964,4.85018954292318e-05,1.7774543539876427e-05,0.00014095375520615884,0.0010798286067921232,0.00021417906709534043,0.0010798286067921232,6.846779842778915e-05,0.0020711659145794268,6.846779842778915e-05,0.0021564047339087547,0.008469426751985734,3.5894695497968264e-08,2.3893046639247864e-09,2.3893046639247864e-09,22.023628165663755,0.0017250733021440417,0.0013784509059225694,0.0017308894466343248,0.001128330502221355,0.0012283305022213551,0.002035167737021971,0.0017280543421577998,0.0020376230558705236,0.003498118715921246,0.003598118715921246,0.002695478833803769,0.0017166896852816185,0.0026973331539659924,1.0006046012356795,1.3064531178219694,0.9936049688663925,1.1417754093469559,1.1420042908562966,1.1455769186618154,0.998559010577431,1.1458065622257447,1.019291242353965,1.020187961897503,1.0243561573751403,1.0002027262698132,1.0252573327680932,2.577039109217291,19.846925234248395,1.3197101173640793,917.7029444507986,919.8185270630436,926.4756448532015,1366.5792321065362,928.6114511909406,1892.878728340127,1750.9195791661932,1919.1343860735356,13496.663546459971,1775.206156272812
